,xgb_oof_score
ENSP00000250003,0.3507762551307678
ENSP00000298281,0.2565600574016571
ENSP00000301459,0.18328936398029327
ENSP00000307508,0.5160220861434937
ENSP00000315949,0.10512971878051758
ENSP00000316842,0.1254749447107315
ENSP00000320940,0.8195837736129761
ENSP00000338481,0.18516971170902252
ENSP00000349430,0.14064627885818481
ENSP00000351686,0.3442123532295227
ENSP00000359353,0.23841801285743713
ENSP00000361423,0.9655945897102356
ENSP00000369695,0.5007801651954651
ENSP00000370270,0.06971364468336105
ENSP00000377854,0.7285501956939697
ENSP00000378784,0.5389366745948792
ENSP00000381148,0.13915513455867767
ENSP00000412566,0.05064826458692551
ENSP00000216237,0.13590312004089355
ENSP00000234827,0.01908300630748272
ENSP00000261600,0.22689108550548553
ENSP00000264638,0.9013233184814453
ENSP00000281589,0.019665269181132317
ENSP00000298472,0.14674116671085358
ENSP00000306223,0.1898811012506485
ENSP00000326031,0.12551183998584747
ENSP00000336894,0.19459927082061768
ENSP00000339835,0.15329062938690186
ENSP00000353362,0.9841841459274292
ENSP00000368459,0.2026231437921524
ENSP00000368856,0.09398376196622849
ENSP00000035383,0.8238783478736877
ENSP00000216277,0.02334476076066494
ENSP00000246672,0.483939528465271
ENSP00000248150,0.014771425165235996
ENSP00000253024,0.25611934065818787
ENSP00000262173,0.08924524486064911
ENSP00000268679,0.4608604609966278
ENSP00000270172,0.04569756239652634
ENSP00000310332,0.11403383314609528
ENSP00000339449,0.19680418074131012
ENSP00000343314,0.13098162412643433
ENSP00000348827,0.8659579157829285
ENSP00000348897,0.6488723754882812
ENSP00000355205,0.2231643795967102
ENSP00000376076,0.27036193013191223
ENSP00000384018,0.4544861912727356
ENSP00000385045,0.20475320518016815
ENSP00000386029,0.5239577889442444
ENSP00000399968,0.815639853477478
ENSP00000443988,0.03560089319944382
ENSP00000240185,0.40513724088668823
ENSP00000262450,0.863540530204773
ENSP00000262640,0.4658508598804474
ENSP00000263574,0.23537324368953705
ENSP00000264012,0.37902897596359253
ENSP00000282753,0.891891598701477
ENSP00000308012,0.31838861107826233
