row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id
1,7062,"ENSG00000000003","TSPAN6",7105
2,40735,"ENSG00000000005","TNMD",64102
3,8736,"ENSG00000000419","DPM1",8813
4,36423,"ENSG00000000457","SCYL3",57147
5,35021,"ENSG00000000460","C1orf112",55732
6,2253,"ENSG00000000938","FGR",2268
7,3057,"ENSG00000000971","CFH",3075
8,2503,"ENSG00000001036","FUCA2",2519
9,2712,"ENSG00000001084","GCLC",2729
10,4769,"ENSG00000001167","NFYA",4800
11,59935,"ENSG00000001460","C1orf201",90529
12,36461,"ENSG00000001461","NIPAL3",57185
13,57559,"ENSG00000001497","LAS1L",81887
14,22631,"ENSG00000001561","ENPP4",22875
15,6369,"ENSG00000001617","SEMA3F",6405
16,1072,"ENSG00000001626","CFTR",1080
17,33758,"ENSG00000001629","ANKIB1",54467
18,1583,"ENSG00000001630","CYP51A1",1595
19,884,"ENSG00000001631","KRIT1",889
20,5861,"ENSG00000002016","RAD52",5893
21,569,"ENSG00000002330","BAD",572
22,30538,"ENSG00000002549","LAP3",51056
23,4242,"ENSG00000002586","CD99",4267
24,9813,"ENSG00000002587","HS3ST1",9957
25,23,"ENSG00000002726","ABP1",26
26,30865,"ENSG00000002745","WNT16",51384
27,22827,"ENSG00000002746","HECW1",23072
28,8321,"ENSG00000002822","MAD1L1",8379
29,3902,"ENSG00000002834","LASP1",3927
30,29649,"ENSG00000002919","SNX11",29916
31,34654,"ENSG00000002933","TMEM176A",55365
32,4049,"ENSG00000003056","M6PR",4074
33,59880,"ENSG00000003096","KLHL13",90293
34,35883,"ENSG00000003137","CYP26B1",56603
35,3362,"ENSG00000003147","ICA1",3382
36,54847,"ENSG00000003249","DBNDD1",79007
37,36952,"ENSG00000003393","ALS2",57679
38,839,"ENSG00000003400","CASP10",843
39,8760,"ENSG00000003402","CFLAR",8837
40,6993,"ENSG00000003436","TFPI",7035
41,34760,"ENSG00000003509","C2orf56",55471
42,10035,"ENSG00000003756","RBM5",10181
43,8985,"ENSG00000003987","MTMR7",9108
44,6506,"ENSG00000003989","SLC7A2",6542
45,378,"ENSG00000004059","ARF5",381
46,22853,"ENSG00000004139","SARM1",23098
47,22884,"ENSG00000004399","PLXND1",23129
48,201,"ENSG00000004455","AK2",204
49,947,"ENSG00000004468","CD38",952
50,2272,"ENSG00000004478","FKBP4",2288
51,22783,"ENSG00000004487","KDM1",23028
52,10034,"ENSG00000004534","RBM6",10180
53,58464,"ENSG00000004660","CAMKK1",84254
54,5933,"ENSG00000004700","RECQL",5965
55,34899,"ENSG00000004766","CCDC132",55610
56,79143,"ENSG00000004776","HSPB6",126393
57,77694,"ENSG00000004777","SNX26",115703
58,4680,"ENSG00000004779","NDUFAB1",4706
59,5134,"ENSG00000004799","PDK4",5166
60,59572,"ENSG00000004809","SLC22A16",85413
61,30845,"ENSG00000004838","ZMYND10",51364
62,109832,"ENSG00000004846","ABCB5",340273
63,81766,"ENSG00000004848","ARX",170302
64,10020,"ENSG00000004864","SLC25A13",10165
65,7936,"ENSG00000004866","ST7",7982
66,991,"ENSG00000004897","CDC27",996
67,6485,"ENSG00000004939","SLC4A1",6521
68,795,"ENSG00000004948","CALCR",799
69,3035,"ENSG00000004961","HCCS",3052
70,1844,"ENSG00000004975","DVL2",1856
71,40696,"ENSG00000005001","PRSS22",64063
72,5944,"ENSG00000005007","UPF1",5976
73,8856,"ENSG00000005020","SKAP2",8935
74,289,"ENSG00000005022","SLC25A5",292
75,34302,"ENSG00000005059","CCDC109B",55013
76,3187,"ENSG00000005073","HOXA11",3207
77,5407,"ENSG00000005075","POLR2J",5439
78,36198,"ENSG00000005100","DHX33",56919
79,4197,"ENSG00000005102","MEOX1",4222
80,85821,"ENSG00000005108","THSD7A",221981
81,3955,"ENSG00000005156","LIG3",3980
82,55460,"ENSG00000005175","RPAP3",79657
83,6262,"ENSG00000005187","ACSM3",6296
84,57373,"ENSG00000005189","AC004381.2",81691
85,36297,"ENSG00000005194","CIAPIN1",57019
86,36207,"ENSG00000005206","AC004410.1",56928
87,56057,"ENSG00000005238","KIAA1539",80256
88,30708,"ENSG00000005243","COPZ2",51226
89,5545,"ENSG00000005249","PRKAR2B",5577
90,10785,"ENSG00000005302","MSL3",10943
91,1378,"ENSG00000005339","CREBBP",1387
92,9129,"ENSG00000005379","BZRAP1",9256
93,4327,"ENSG00000005381","MPO",4353
94,5412,"ENSG00000005421","PON1",5444
95,6896,"ENSG00000005436","C2orf3",6936
96,58269,"ENSG00000005448","WDR54",84058
97,33968,"ENSG00000005469","CROT",54677
98,5212,"ENSG00000005471","ABCB4",5244
99,35191,"ENSG00000005483","MLL5",55904
100,36688,"ENSG00000005486","RHBDD2",57414
101,29803,"ENSG00000005513","SOX8",30812
102,25747,"ENSG00000005700","IBTK",25998
103,7704,"ENSG00000005801","ZNF195",7748
104,22832,"ENSG00000005810","MYCBP2",23077
105,25973,"ENSG00000005812","FBXL3",26224
106,3658,"ENSG00000005844","ITGAL",3683
107,5132,"ENSG00000005882","PDK2",5164
108,3650,"ENSG00000005884","ITGA3",3675
109,7500,"ENSG00000005889","ZFX",7543
110,3895,"ENSG00000005893","LAMP2",3920
111,55696,"ENSG00000005955","GGNBP2",79893
112,3649,"ENSG00000005961","ITGA2B",3674
113,31146,"ENSG00000005981","ASB4",51666
114,31053,"ENSG00000006007","GDE1",51573
115,34338,"ENSG00000006015","C19orf60",55049
116,9118,"ENSG00000006016","CRLF1",9244
117,77599,"ENSG00000006025","OSBPL7",114881
118,25771,"ENSG00000006042","TMEM98",26022
119,30569,"ENSG00000006047","YBX2",51087
120,3858,"ENSG00000006059","KRT33A",3883
121,8900,"ENSG00000006062","MAP3K14",9020
122,6793,"ENSG00000006071","ABCC8",6833
123,6327,"ENSG00000006074","CCL18",6362
124,6313,"ENSG00000006075","CCL3",6348
125,11115,"ENSG00000006114","AP1GBP1",11276
126,10221,"ENSG00000006116","CACNG3",10368
127,34261,"ENSG00000006118","TMEM132A",54972
128,160,"ENSG00000006125","AP2B1",163
129,6823,"ENSG00000006128","TAC1",6863
130,9982,"ENSG00000006194","ZNF263",10127
131,6340,"ENSG00000006210","CX3CL1",6376
132,41410,"ENSG00000006282","SPATA20",64847
133,8834,"ENSG00000006283","CACNA1G",8913
134,30811,"ENSG00000006327","TNFRSF12A",51330
135,1738,"ENSG00000006377","DLX6",1750
136,4268,"ENSG00000006432","MAP3K9",4293
137,5866,"ENSG00000006451","RALA",5898
138,35256,"ENSG00000006453","BAIAP2L1",55971
139,56624,"ENSG00000006459","JHDM1D",80853
140,2100,"ENSG00000006468","ETV1",2115
141,35039,"ENSG00000006530","AGK",55750
142,,"ENSG00000006534","ALDH3B1",
143,34290,"ENSG00000006555","TTC22",55001
144,36433,"ENSG00000006576","PHTF2",57157
145,10197,"ENSG00000006606","CCL26",10344
146,9711,"ENSG00000006607","FARP2",9855
147,9938,"ENSG00000006611","USH1C",10083
148,54857,"ENSG00000006625","GGCT",79017
149,10768,"ENSG00000006634","DBF4",10926
150,6875,"ENSG00000006638","TBXA2R",6915
151,3455,"ENSG00000006652","IFRD1",3475
152,36170,"ENSG00000006659","LGALS14",56891
153,1343,"ENSG00000006695","COX10",1352
154,9427,"ENSG00000006704","GTF2IRD1",9569
155,33914,"ENSG00000006712","PAF1",54623
156,26817,"ENSG00000006715","VPS41",27072
157,9768,"ENSG00000006740","AC005277.1",9912
158,37988,"ENSG00000006744","ELAC2",60528
159,59625,"ENSG00000006747","SCIN",85477
160,411,"ENSG00000006756","ARSD",414
161,8176,"ENSG00000006757","PNPLA4",8228
162,8664,"ENSG00000006788","MYH13",8735
163,55405,"ENSG00000006831","ADIPOR2",79602
164,30746,"ENSG00000006837","CDKL3",51265
165,80994,"ENSG00000007001","UPP2",151531
166,10784,"ENSG00000007038","PRSS21",10942
167,37058,"ENSG00000007047","MARK4",57787
168,8765,"ENSG00000007062","PROM1",8842
169,77650,"ENSG00000007080","CCDC124",115098
170,59876,"ENSG00000007129","CEACAM21",90273
171,5016,"ENSG00000007168","PAFAH1B1",5048
172,4812,"ENSG00000007171","NOS2",4843
173,1758,"ENSG00000007174","DNAH9",1770
174,9559,"ENSG00000007202","KIAA0100",9703
175,8938,"ENSG00000007216","SLC13A2",9058
176,8456,"ENSG00000007237","GAS7",8522
177,54929,"ENSG00000007255","TRAPPC6A",79090
178,4120,"ENSG00000007264","MATK",4145
179,1079,"ENSG00000007306","CEACAM7",1087
180,969,"ENSG00000007312","CD79B",974
181,6294,"ENSG00000007314","SCN4A",6329
182,34168,"ENSG00000007341","ST7L",54879
183,8224,"ENSG00000007350","TKTL1",8277
184,5048,"ENSG00000007372","PAX6",5080
185,76631,"ENSG00000007376","RPUSD1",113000
186,40887,"ENSG00000007384","RHBDF1",64285
187,34981,"ENSG00000007392","LUC7L",55692
188,9127,"ENSG00000007402","CACNA2D2",9254
189,8859,"ENSG00000007516","BAIAP3",8938
190,77721,"ENSG00000007520","C16orf42",115939
191,8968,"ENSG00000007541","PIGQ",9091
192,36858,"ENSG00000007545","CRAMP1L",57585
193,6963,"ENSG00000007866","TEAD3",7005
194,6365,"ENSG00000007908","SELE",6401
195,35024,"ENSG00000007923","DNAJC11",55735
196,2312,"ENSG00000007933","FMO3",2328
197,28852,"ENSG00000007944","MYLIP",29116
198,26780,"ENSG00000007952","NOX1",27035
199,1858,"ENSG00000007968","E2F2",1870
200,5657,"ENSG00000008018","PSMB1",5689
201,6813,"ENSG00000008056","SYN1",6853
202,3695,"ENSG00000008083","JARID2",3720
203,6752,"ENSG00000008086","CDKL5",6792
204,36448,"ENSG00000008118","CAMK1G",57172
205,170774,"ENSG00000008128","CDC2L2",728642
206,41738,"ENSG00000008130","NADK",65220
207,6979,"ENSG00000008196","TFAP2B",7021
208,57983,"ENSG00000008197","TFAP2D",83741
209,9796,"ENSG00000008226","DLEC1",9940
210,9137,"ENSG00000008256","CYTH3",9265
211,32934,"ENSG00000008277","ADAM22",53616
212,6816,"ENSG00000008282","SYPL1",6856
213,1523,"ENSG00000008283","CYB561",1534
214,8923,"ENSG00000008294","SPAG9",9043
215,1938,"ENSG00000008300","CELSR3",1951
216,10012,"ENSG00000008311","AASS",10157
217,34489,"ENSG00000008323","PLEKHG6",55200
218,30670,"ENSG00000008324","SS18L2",51188
219,59144,"ENSG00000008382","MPND",84954
220,4232,"ENSG00000008394","MGST1",4257
221,1398,"ENSG00000008405","CRY1",1407
222,8885,"ENSG00000008438","PGLYRP1",8993
223,4758,"ENSG00000008441","NFIX",4784
224,6446,"ENSG00000008513","ST3GAL1",6482
225,40987,"ENSG00000008516","MMP25",64386
226,9110,"ENSG00000008517","IL32",9235
227,5278,"ENSG00000008710","PKD1",5310
228,23296,"ENSG00000008735","MAPK8IP2",23542
229,9718,"ENSG00000008838","MED24",9862
230,22976,"ENSG00000008853","RHOBTB2",23221
231,33788,"ENSG00000008869","HEATR5B",54497
232,7052,"ENSG00000008952","SEC62",7095
233,6191,"ENSG00000008988","RPS20",6224
234,7766,"ENSG00000009307","CSDE1",7812
235,9546,"ENSG00000009335","UBE3C",9690
236,5948,"ENSG00000009413","REV3L",5980
237,10032,"ENSG00000009694","ODZ1",10178
238,5049,"ENSG00000009709","PAX7",5081
239,10589,"ENSG00000009724","MASP2",10747
240,123455,"ENSG00000009765","IYD",389434
241,83506,"ENSG00000009780","FAM76A",199870
242,56143,"ENSG00000009790","TRAF3IP3",80342
243,29687,"ENSG00000009830","POMT2",29954
244,31014,"ENSG00000009844","VTA1",51534
245,30567,"ENSG00000009950","MLXIPL",51085
246,8911,"ENSG00000009954","BAZ1B",9031
247,9903,"ENSG00000010017","RANBP9",10048
248,30993,"ENSG00000010030","ETV7",51513
249,58149,"ENSG00000010072","C1orf124",83932
250,31083,"ENSG00000010165","METTL13",51603
251,8721,"ENSG00000010219","DYRK4",8798
252,7712,"ENSG00000010244","ZNF207",7756
253,7341,"ENSG00000010256","UQCRC1",7384
254,58147,"ENSG00000010270","STARD3NL",83930
255,923,"ENSG00000010278","CD9",928
256,36740,"ENSG00000010282","HHATL",57467
257,9774,"ENSG00000010292","NCAPD2",9918
258,25649,"ENSG00000010295","IFFO1",25900
259,2680,"ENSG00000010310","GIPR",2696
260,31013,"ENSG00000010318","PHF7",51533
261,36199,"ENSG00000010319","SEMA3G",56920
262,11028,"ENSG00000010322","NISCH",11188
263,22921,"ENSG00000010327","STAB1",23166
264,56000,"ENSG00000010361","FUZ",80199
265,6504,"ENSG00000010379","SLC6A13",6540
266,3403,"ENSG00000010404","IDS",3423
267,5614,"ENSG00000010438","PRSS3",5646
268,7708,"ENSG00000010539","ZNF200",7752
269,915,"ENSG00000010610","CD4",920
270,10087,"ENSG00000010626","LRRC23",10233
271,691,"ENSG00000010671","BTK",695
272,3059,"ENSG00000010704","HFE",3077
273,22710,"ENSG00000010803","SCMH1",22955
274,2518,"ENSG00000010810","FYN",2534
275,3079,"ENSG00000010818","HIVEP2",3097
276,2310,"ENSG00000010932","FMO1",2326
277,6884,"ENSG00000011007","TCEB3",6924
278,11149,"ENSG00000011009","LYPLA2",11313
279,1176,"ENSG00000011021","CLCN6",1185
280,9758,"ENSG00000011028","MRC2",9902
281,1013020,"ENSG00000011052","NME1-NME2",654364
282,6498,"ENSG00000011083","SLC6A7",6534
283,10709,"ENSG00000011105","TSPAN9",10867
284,35016,"ENSG00000011114","BTBD7",55727
285,9405,"ENSG00000011132","APBA3",9546
286,34192,"ENSG00000011143","MKS1",54903
287,30581,"ENSG00000011198","ABHD5",51099
288,3705,"ENSG00000011201","KAL1",3730
289,26738,"ENSG00000011243","AKAP8L",26993
290,34088,"ENSG00000011258","MBTD1",54799
291,30578,"ENSG00000011260","UTP18",51096
292,33767,"ENSG00000011275","RNF216",54476
293,34191,"ENSG00000011295","TTC19",54902
294,5693,"ENSG00000011304","PTBP1",5725
295,8142,"ENSG00000011332","DPF1",8193
296,8944,"ENSG00000011347","SYT7",9066
297,23150,"ENSG00000011376","LARS2",23395
298,5254,"ENSG00000011405","PIK3C2A",5286
299,5297,"ENSG00000011422","PLAUR",5329
300,33734,"ENSG00000011426","ANLN",54443
301,37339,"ENSG00000011451","WIZ",58525
302,23390,"ENSG00000011454","RABGAP1",23637
303,1622,"ENSG00000011465","DCN",1634
304,34103,"ENSG00000011478","QPCTL",54814
305,5504,"ENSG00000011485","PPP5C",5536
306,22932,"ENSG00000011523","CEP68",23177
307,8425,"ENSG00000011566","MAP4K3",8491
308,26778,"ENSG00000011590","ZBTB32",27033
309,7262,"ENSG00000011600","TYROBP",7305
310,36422,"ENSG00000011638","TMEM159",57146
311,2540,"ENSG00000011677","GABRA3",2556
312,668,"ENSG00000012048","BRCA1",672
313,2052,"ENSG00000012061","ERCC1",2067
314,928,"ENSG00000012124","CD22",933
315,7823,"ENSG00000012171","SEMA3B",7869
316,30841,"ENSG00000012174","MBTPS2",51360
317,3982,"ENSG00000012211","PRICKLE3",4007
318,4032,"ENSG00000012223","LTF",4057
319,2122,"ENSG00000012232","EXTL3",2137
320,9827,"ENSG00000012504","NR1H4",9971
321,37941,"ENSG00000012660","ELOVL5",60481
322,237,"ENSG00000012779","ALOX5",240
323,8231,"ENSG00000012817","KDM5D",8284
324,36931,"ENSG00000012822","CALCOCO1",57658
325,34437,"ENSG00000012963","UBR7",55148
326,11023,"ENSG00000012983","MAP4K5",11183
327,29836,"ENSG00000013016","EHD3",30845
328,5672,"ENSG00000013275","PSMC4",5704
329,23079,"ENSG00000013288","MAN2B2",23324
330,36982,"ENSG00000013293","SLC7A14",57709
331,4978,"ENSG00000013297","CLDN11",5010
332,31109,"ENSG00000013306","SLC25A39",51629
333,9817,"ENSG00000013364","MVP",9961
334,31147,"ENSG00000013374","NUB1",51667
335,5206,"ENSG00000013375","PGM3",5238
336,76599,"ENSG00000013392","RWDD2A",112611
337,1186,"ENSG00000013441","CLK1",1195
338,34992,"ENSG00000013503","POLR3B",55703
339,23112,"ENSG00000013523","ANGEL1",23357
340,9460,"ENSG00000013561","RNF14",9604
341,1762,"ENSG00000013563","DNASE1L1",1774
342,1651,"ENSG00000013573","DDX11",1663
343,30349,"ENSG00000013583","HEBP1",50865
344,8932,"ENSG00000013588","GPRC5A",9052
345,9901,"ENSG00000013619","MAMLD1",10046
346,918,"ENSG00000013725","CD6",923
347,10313,"ENSG00000013810","TACC3",10460
348,23131,"ENSG00000014123","KIAA0776",23376
349,23402,"ENSG00000014138","POLA2",23649
350,22899,"ENSG00000014164","ZC3H3",23144
351,819,"ENSG00000014216","CAPN1",823
352,52,"ENSG00000014257","ACPP",55
353,4165,"ENSG00000014641","MDH1",4190
354,10316,"ENSG00000014824","SLC30A9",10463
355,10745,"ENSG00000014914","MTMR11",10903
356,1346,"ENSG00000014919","COX15",1355
357,133396,"ENSG00000015133","CCDC88C",440193
358,9993,"ENSG00000015153","YAF2",10138
359,10613,"ENSG00000015171","ZMYND11",10771
360,7411,"ENSG00000015285","WAS",7454
361,1788,"ENSG00000015413","DPEP1",1800
362,634,"ENSG00000015475","BID",637
363,9638,"ENSG00000015479","MATR3",9782
364,29616,"ENSG00000015520","NPC1L1",29881
365,40765,"ENSG00000015532","XYLT2",64132
366,58430,"ENSG00000015568","RGPD5",84220
367,57253,"ENSG00000015592","STMN4",81551
368,23141,"ENSG00000015676","NUDCD3",23386
369,3645,"ENSG00000016082","ISL1",3670
370,34638,"ENSG00000016391","CHDH",55349
371,33137,"ENSG00000016402","IL20RA",53832
372,1170,"ENSG00000016490","CLCA1",1179
373,22558,"ENSG00000016602","CLCA4",22802
374,35118,"ENSG00000016864","GLT8D1",55830
375,26777,"ENSG00000017260","ATP2C1",27032
376,56499,"ENSG00000017373","AC115090.1",80725
377,3459,"ENSG00000017427","IGF1",3479
378,60216,"ENSG00000017483","SLC38A5",92745
379,55719,"ENSG00000017621","MAGIX",79917
380,10770,"ENSG00000017797","RALBP1",10928
381,22658,"ENSG00000018189","RUFY3",22902
382,1263,"ENSG00000018236","CNTN1",1272
383,6520,"ENSG00000018280","SLC11A1",6556
384,25686,"ENSG00000018408","WWTR1",25937
385,8474,"ENSG00000018510","AGPS",8540
386,40575,"ENSG00000018610","CXorf56",63932
387,474,"ENSG00000018625","ATP1A2",477
388,34911,"ENSG00000018699","TTC27",55622
389,80663,"ENSG00000018869","ZNF582",147948
390,23338,"ENSG00000019102","VSIG2",23584
391,22942,"ENSG00000019144","PHLDB1",23187
392,8616,"ENSG00000019169","MARCO",8685
393,1579,"ENSG00000019186","CYP24A1",1591
394,,"ENSG00000019485","PRDM11",
395,36859,"ENSG00000019505","SYT13",57586
396,6553,"ENSG00000019549","SNAI2",6591
397,967,"ENSG00000019582","CD74",972
398,3064,"ENSG00000019991","HGF",3082
399,34053,"ENSG00000019995","ZRANB1",54764
400,22909,"ENSG00000020129","NCDN",23154
401,25709,"ENSG00000020181","GPR124",25960
402,,"ENSG00000020219","CCT8L1",
403,35023,"ENSG00000020256","ZFP64",55734
404,4305,"ENSG00000020426","MNAT1",4331
405,22789,"ENSG00000020577","SAMD4A",23034
406,860,"ENSG00000020633","RUNX3",864
407,4335,"ENSG00000020922","MRE11A",4361
408,37287,"ENSG00000021300","PLEKHB1",58473
409,1977,"ENSG00000021355","SERPINB1",1992
410,41379,"ENSG00000021461","CYP3A43",64816
411,10977,"ENSG00000021488","SLC7A9",11136
412,6643,"ENSG00000021574","SPAST",6683
413,,"ENSG00000021602","KLRA1",
414,9234,"ENSG00000021645","NRXN3",9369
415,77597,"ENSG00000021762","OSBPL5",114879
416,9572,"ENSG00000021776","AQR",9716
417,1364,"ENSG00000021826","CPS1",1373
418,728,"ENSG00000021852","C8B",732
419,2258,"ENSG00000022267","FHL1",2273
420,30987,"ENSG00000022277","C20orf43",51507
421,2538,"ENSG00000022355","GABRA1",2554
422,34944,"ENSG00000022556","NLRP2",55655
423,36486,"ENSG00000022567","SLC45A4",57210
424,9777,"ENSG00000022840","RNF10",9921
425,35067,"ENSG00000022976","ZNF839",55778
426,41027,"ENSG00000023041","ZDHHC6",64429
427,36749,"ENSG00000023171","GRAMD1B",57476
428,6018,"ENSG00000023191","RNH1",6050
429,4693,"ENSG00000023228","NDUFS1",4719
430,9677,"ENSG00000023287","RB1CC1",9821
431,22826,"ENSG00000023318","ERP44",23071
432,208,"ENSG00000023330","ALAS1",211
433,327,"ENSG00000023445","BIRC3",330
434,11055,"ENSG00000023516","AKAP11",11215
435,30505,"ENSG00000023572","GLRX2",51022
436,6577,"ENSG00000023608","SNAPC1",6617
437,30553,"ENSG00000023697","DERA",51071
438,11012,"ENSG00000023734","STRAP",11171
439,1235,"ENSG00000023839","ABCC2",1244
440,,"ENSG00000023843","ACCN5",
441,30109,"ENSG00000023892","DEF6",50619
442,30659,"ENSG00000023902","PLEKHO1",51177
443,2713,"ENSG00000023909","GCLM",2730
444,23059,"ENSG00000024048","UBR2",23304
445,29837,"ENSG00000024422","EHD2",30846
446,34924,"ENSG00000024526","DEPDC1",55635
447,25650,"ENSG00000024862","CCDC28A",25901
448,37342,"ENSG00000025039","RRAGD",58528
449,3278,"ENSG00000025156","HSF2",3298
450,30711,"ENSG00000025293","PHF20",51230
451,8561,"ENSG00000025423","HSD17B6",8630
452,9917,"ENSG00000025434","NR1H3",10062
453,1878,"ENSG00000025708","TYMP",1890
454,29516,"ENSG00000025770","NCAPH2",29781
455,10795,"ENSG00000025772","TOMM34",10953
456,11071,"ENSG00000025796","SEC63",11231
457,23387,"ENSG00000025800","KPNA6",23633
458,7388,"ENSG00000026025","VIM",7431
459,,"ENSG00000026036","RTEL1",
460,352,"ENSG00000026103","FAS",355
461,8566,"ENSG00000026297","RNASET2",8635
462,955,"ENSG00000026508","CD44",960
463,3730,"ENSG00000026559","KCNG1",3755
464,36174,"ENSG00000026652","AGPAT4",56895
465,37094,"ENSG00000026751","SLAMF7",57823
466,10960,"ENSG00000026950","BTN3A1",11119
467,4260,"ENSG00000027001","MIPEP",4285
468,5551,"ENSG00000027075","PRKCH",5583
469,3620,"ENSG00000027644","INSRR",3645
470,3439,"ENSG00000027697","IFNGR1",3459
471,11124,"ENSG00000027847","B4GALT7",11285
472,8927,"ENSG00000027869","SH2D2A",9047
473,7401,"ENSG00000028116","VRK2",7444
474,7090,"ENSG00000028137","TNFRSF1B",7133
475,34880,"ENSG00000028203","VEZT",55591
476,5420,"ENSG00000028277","POU2F2",5452
477,41823,"ENSG00000028310","BRD9",65980
478,6602,"ENSG00000028528","SNX1",6642
479,9378,"ENSG00000028839","TBPL1",9519
480,36217,"ENSG00000029153","ARNTL2",56938
481,9630,"ENSG00000029363","BCLAF1",9774
482,34623,"ENSG00000029364","SLC39A9",55334
483,283,"ENSG00000029534","ANK1",286
484,3361,"ENSG00000029559","IBSP",3381
485,30588,"ENSG00000029639","TFB1M",51106
486,9012,"ENSG00000029725","RABEP1",9135
487,3129,"ENSG00000029993","HMGB3",3149
488,23034,"ENSG00000030066","NUP160",23279
489,575,"ENSG00000030110","BAK1",578
490,4567,"ENSG00000030304","MUSK",4593
491,22563,"ENSG00000030419","IKZF2",22807
492,2879,"ENSG00000030582","GRN",2896
493,30787,"ENSG00000031003","FAM13B",51306
494,36787,"ENSG00000031081","CDGAP",57514
495,,"ENSG00000031544","NR2E3",
496,34455,"ENSG00000031691","CENPQ",55166
497,6267,"ENSG00000031698","SARS",6301
498,8432,"ENSG00000031823","RANBP3",8498
499,5894,"ENSG00000032219","ARID4A",5926
500,7217,"ENSG00000032389","TSSC1",7260
501,10750,"ENSG00000032444","PNPLA6",10908
502,8049,"ENSG00000032742","IFT88",8100
503,35337,"ENSG00000033011","ALG1",56052
504,34885,"ENSG00000033030","ZCCHC8",55596
505,9916,"ENSG00000033050","ABCF2",10061
506,33771,"ENSG00000033100","CSGLCA-T",54480
507,36827,"ENSG00000033122","LRRC7",57554
508,2514,"ENSG00000033170","FUT8",2530
509,34525,"ENSG00000033178","UBA6",55236
510,9702,"ENSG00000033327","GAB2",9846
511,532,"ENSG00000033627","ATP6V0A1",535
512,8488,"ENSG00000033800","PIAS1",8554
513,9356,"ENSG00000033867","SLC4A7",9497
514,318,"ENSG00000034053","APBA2",321
515,28863,"ENSG00000034063","UHRF1",29128
516,5574,"ENSG00000034152","MAP2K3",5606
517,55448,"ENSG00000034239","EFCAB1",79645
518,9044,"ENSG00000034510","TMSB10",9168
519,28726,"ENSG00000034533","ASTE1",28990
520,25646,"ENSG00000034677","RNF19A",25897
521,8438,"ENSG00000034693","PEX3",8504
522,11180,"ENSG00000034713","GABARAPL2",11345
523,4627,"ENSG00000034971","MYOC",4653
524,26498,"ENSG00000035115","SH3YL1",26751
525,59098,"ENSG00000035141","FAM136A",84908
526,7371,"ENSG00000035403","VCL",7414
527,35078,"ENSG00000035499","DEPDC1B",55789
528,23358,"ENSG00000035664","DAPK2",23604
529,8379,"ENSG00000035681","NSMAF",8439
530,156,"ENSG00000035687","ADSS",159
531,25977,"ENSG00000035720","STAP1",26228
532,7034,"ENSG00000035862","TIMP2",7077
533,5949,"ENSG00000035928","RFC1",5981
534,35062,"ENSG00000036054","TBC1D23",55773
535,8391,"ENSG00000036257","CUL3",8452
536,9048,"ENSG00000036448","MYOM2",9172
537,4977,"ENSG00000036473","OTC",5009
538,10700,"ENSG00000036530","CYP46A1",10858
539,25758,"ENSG00000036549","ZZZ3",26009
540,6534,"ENSG00000036565","SLC18A1",6570
541,8976,"ENSG00000036672","USP2",9099
542,842,"ENSG00000036828","CASR",846
543,26920,"ENSG00000037042","TUBG2",27175
544,30603,"ENSG00000037241","RPL26L1",51121
545,2308,"ENSG00000037280","FLT4",2324
546,34177,"ENSG00000037474","NSUN2",54888
547,33746,"ENSG00000037637","FBXO42",54455
548,4213,"ENSG00000037749","MFAP3",4238
549,58455,"ENSG00000037757","MRI1",84245
550,4209,"ENSG00000037897","METTL1",4234
551,3204,"ENSG00000037965","HOXC8",3224
552,172,"ENSG00000038002","AGA",175
553,34589,"ENSG00000038210","PI4K2B",55300
554,92046,"ENSG00000038219","BOD1L",259282
555,27174,"ENSG00000038274","MAT2B",27430
556,7049,"ENSG00000038295","TLL1",7092
557,23397,"ENSG00000038358","EDC4",23644
558,7161,"ENSG00000038382","TRIO",7204
559,1451,"ENSG00000038427","VCAN",1462
560,23029,"ENSG00000038532","CLEC16A",23274
561,4455,"ENSG00000038945","MSR1",4481
562,994,"ENSG00000039068","CDH1",999
563,23272,"ENSG00000039123","SKIV2L2",23517
564,1755,"ENSG00000039139","DNAH5",1767
565,9621,"ENSG00000039319","ZFYVE16",9765
566,55370,"ENSG00000039523","FAM65A",79567
567,725,"ENSG00000039537","C6",729
568,25813,"ENSG00000039560","RAI14",26064
569,10905,"ENSG00000039600","SOX30",11063
570,11123,"ENSG00000039650","PNKP",11284
571,34120,"ENSG00000039987","BEST2",54831
572,22790,"ENSG00000040199","PHLPP2",23035
573,34197,"ENSG00000040275","CCDC99",54908
574,26812,"ENSG00000040341","STAU2",27067
575,34185,"ENSG00000040487","PQLC2",54896
576,1486,"ENSG00000040531","CTNS",1497
577,41602,"ENSG00000040608","RTN4R",65078
578,54981,"ENSG00000040633","PHF23",79142
579,1003,"ENSG00000040731","CDH10",1008
580,3606,"ENSG00000040933","INPP4A",3631
581,5842,"ENSG00000041353","RAB27B",5874
582,5653,"ENSG00000041357","PSMA4",5685
583,22781,"ENSG00000041515","MYO16",23026
584,34630,"ENSG00000041802","LSG1",55341
585,9894,"ENSG00000041880","PARP3",10039
586,3351,"ENSG00000041982","TNC",3371
587,59886,"ENSG00000041988","THAP3",90326
588,80194,"ENSG00000042062","C20orf175",140876
589,35064,"ENSG00000042088","TDP1",55775
590,59073,"ENSG00000042286","AIFM2",84883
