gene,gene_gencodeV33,gene_id,chromosome,ASD72,ASD185,DD309,DD477,NDD373,NDD664,Satterstrom102,SCZ10,SCZ244,FDR_TADA_ASD,FDR_TADA_DD,FDR_TADA_NDD,p_TADA_ASD,p_TADA_DD,p_TADA_NDD,l10BF_ASD_PTV,l10BF_ASD_misB,l10BF_ASD_misA,l10BF_ASD_DEL,l10BF_ASD_DUP,l10BF_DD_PTV,l10BF_DD_misB,l10BF_DD_misA
ITSN1,ITSN1,ENSG00000205726,21,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.03395524,0.74983997,0.022409326,0.000333068,0.147626623,0.000778751,0.520478101,1.469729379,0.093599514,0,0,0,0,0
NOL4,NOL4,ENSG00000101746,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.877260168,0.199734595,0.276003135,0.515666328,0.00854696,0.023615031,0,0,0.002184883,0,0,0.985961699,0,0
PROX1,PROX1,ENSG00000117707,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.864673901,0.62931013,0.7051412,0.432038217,0.07672347,0.223857967,0.007336292,0,0.016664136,0,0,0,0.149264478,0
CAMKV,CAMKV,ENSG00000164076,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.850123679,0.749901312,0.785533263,0.360167551,0.14768396,0.381386808,0,0,0.050661482,0,0,0,0,0
ZBTB38,ZBTB38,ENSG00000177311,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.871178401,0.749962617,0.815837463,0.472160065,0.147741297,0.4879091,0,0,0.012465275,0,0,0,0,0
UBQLN1,UBQLN1,ENSG00000135018,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73256767,0.750023884,0.645621959,0.128101889,0.147798635,0.160535863,0.026988076,0.209350404,0.032476617,0,0,0,0,0
ATXN7L1,ATXN7L1,ENSG00000146776,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.849800105,0.750085114,0.784998694,0.358795544,0.147855972,0.379846995,0,0,0.051112499,0,0,0,0,0
LYN,LYN,ENSG00000254087,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.771724175,0.750146306,0.689022722,0.171116166,0.147913309,0.203829701,0,0.196200134,0,0,0,0,0,0
SMAD4,SMAD4,ENSG00000141646,18,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.162226614,0,0,0.003320086,0,0,0,1.427893075,0.005236894,0,0,0,44.86793221,0.008804639
BRWD1,BRWD1,ENSG00000185658,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.567458479,0.091775987,0.02879997,0.047037923,0.003029902,0.001053224,0.235406874,0.054303425,0.295989109,0,0,1.391628504,0,0
ELAVL1,ELAVL1,ENSG00000066044,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.185066307,0.750207461,0.128246417,0.004146099,0.147970646,0.0072482,0,1.317685107,0.012880154,0,0.054225946,0,0,0
SF3B2,SF3B2,ENSG00000087365,11,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.182989405,0.008702621,0.000324585,0.00406633,0.000195917,6.86E-06,0.589428433,0.11879606,0.680030102,0,0,0,2.297791518,0
CLCN3,CLCN3,ENSG00000109572,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889533496,0.750268578,0.84419532,0.629040431,0.148027983,0.640484965,0,0,0,0,0,0,0,0
SLIT1,SLIT1,ENSG00000187122,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.468722727,0.750329658,0.376910699,0.027359216,0.14808532,0.04180044,0.194456803,0,0.577224984,0,0,0,0,0
TUBB2B,TUBB2B,ENSG00000137285,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889538673,0.750390701,0.844204067,0.629097954,0.148142657,0.640544556,0,0,0,0,0,0,0,0
PHF19,PHF19,ENSG00000119403,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.691981575,0.170460883,0.119216981,0.097792597,0.006841613,0.006543443,0.001896319,0.328031408,0.020524155,0,0,1.065985539,0,0
FAM135B,FAM135B,ENSG00000147724,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.840067834,0.750451706,0.771909965,0.321165975,0.148199994,0.34494566,0,0,0.068532785,0,0,0,0,0
FCHO2,FCHO2,ENSG00000157107,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.837846921,0.750512674,0.769123874,0.313468184,0.148257331,0.338152404,0,0,0.07255305,0,0,0,0,0
PRDM2,PRDM2,ENSG00000116731,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889543849,0.09241306,0.12859303,0.629155476,0.003056512,0.007275856,0,0,0,0,0,1.381917215,0,0
DNAJC6,DNAJC6,ENSG00000116675,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.866402541,0.750573605,0.808869603,0.442134943,0.148314668,0.459539671,0,0,0.021505053,0,0,0,0,0
RAPGEF1,RAPGEF1,ENSG00000107263,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.114786048,0.750634498,0.080082972,0.001911316,0.148372006,0.003817806,0,1.515308987,0,0,0.074440383,0,0,0
NTN1,NTN1,ENSG00000065320,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.753889631,0.750695355,0.668468307,0.149313443,0.148429343,0.181647488,0.229698708,0,0,0,0,0,0,0
FEZF2,FEZF2,ENSG00000153266,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.073188897,0.750756174,0.046010348,0.00097051,0.14848668,0.001875983,0.902297691,0.604377494,0,0.306920975,0,0,0,0
FBXO32,FBXO32,ENSG00000156804,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889549025,0.750816956,0.844212812,0.629212998,0.148544017,0.640604148,0,0,0,0,0,0,0,0
PTBP2,PTBP2,ENSG00000117569,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.855591692,0.564524625,0.621637761,0.384708781,0.056354752,0.141587125,0,0,0.040677907,0,0,0,0,0.270783242
EFNB2,EFNB2,ENSG00000125266,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.795973634,0.750877701,0.717660661,0.209121617,0.148601354,0.241337647,0,0,0.153197914,0,0,0,0,0
CDK17,CDK17,ENSG00000059758,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889554199,0.750938409,0.844221557,0.62927052,0.148658691,0.640663739,0,0,0,0,0,0,0,0
MAML3,MAML3,ENSG00000196782,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889559372,0.75099908,0.844230299,0.629328042,0.148716028,0.640723331,0,0,0,0,0,0,0,0
THRB,THRB,ENSG00000151090,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.297085083,0.476698306,0.09042538,0.00983963,0.037632537,0.004486699,0.844405074,0.267255461,0,0,0,0.425687313,0,0
MORC3,MORC3,ENSG00000159256,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.436701818,0.674504887,0.315902675,0.022872398,0.096359714,0.029941799,0.634415343,0.08310178,0.116453381,0,0,0.058392498,0,0
RAPH1,RAPH1,ENSG00000173166,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.554474704,0.751059714,0.46110485,0.043779412,0.148773365,0.06395118,0.607433718,0,0,0,0,0,0,0
CREB1,CREB1,ENSG00000118260,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.834361034,0.751120311,0.764903838,0.301958921,0.148830702,0.328236261,0.038505695,0.040986812,0,0,0,0,0,0
IREB2,IREB2,ENSG00000136381,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.80405161,0.332312667,0.357880384,0.224632252,0.018833222,0.037781756,0.138019129,0,0,0,0,0.677602743,0,0
GDF6,GDF6,ENSG00000156466,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889564545,0.751180871,0.844239041,0.629385564,0.14888804,0.640782922,0,0,0,0,0,0,0,0
OLFM1,OLFM1,ENSG00000130558,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.859949593,0.427595214,0.499462316,0.40629848,0.029988249,0.077166227,0,0,0.033218104,0,0,0,0.297362428,0.204977602
TRAF3,TRAF3,ENSG00000131323,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79984055,0.250364914,0.268065234,0.216336583,0.011937481,0.022465034,0,0,0.14483425,0,0,0,0.866804138,0
MAST3,MAST3,ENSG00000099308,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.714193667,0.107895914,0.073882543,0.113040006,0.003724888,0.003434157,0,0,0.305326159,0,0,0,1.210168475,0.100089009
SPAST,SPAST,ENSG00000021574,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.27E-05,1.11E-10,1.35E-15,1.22E-07,9.75E-13,1.04E-17,3.005431978,1.679128769,0.008037497,0,0.050163283,0,9.907959177,0
USP32,USP32,ENSG00000170832,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78962417,0.751241395,0.710428304,0.198034622,0.148945377,0.231017764,0,0.164547819,0,0,0,0,0,0
LRP8,LRP8,ENSG00000157193,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.822946779,0.751301881,0.750299921,0.268578418,0.149002714,0.297072204,0,0,0.100983086,0,0,0,0,0
GJC1,GJC1,ENSG00000182963,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.854182151,0.751362331,0.790972754,0.378127159,0.149060051,0.397622534,0,0,0.043293306,0,0,0,0,0
GABBR1,GABBR1,ENSG00000204681,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.854318683,0.007882231,0.008563302,0.378756613,0.000175545,0.000254612,0,0,0.043028586,0,0,0,2.337447277,0
PPP1R8,PPP1R8,ENSG00000117751,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.819200888,0.751422744,0.745934448,0.258873924,0.149117388,0.288605867,0,0.03508529,0.073005705,0,0,0,0,0
BMP2,BMP2,ENSG00000125845,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889569716,0.375900749,0.46274191,0.629443086,0.023436117,0.064468493,0,0,0,0,0,0.604622642,0,0
P4HB,P4HB,ENSG00000185624,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.813103596,0.75148312,0.738174139,0.24419578,0.149174725,0.274397784,0,0,0.120106855,0,0,0,0,0
GDA,GDA,ENSG00000119125,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889574887,0.563265547,0.643058141,0.629500608,0.056025087,0.158365531,0,0,0,0,0,0.273227018,0,0
IQSEC1,IQSEC1,ENSG00000144711,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.74595018,0.631830488,0.579106909,0.140875605,0.077679022,0.114136632,0.088292621,0,0.156080313,0,0,0.144095123,0,0
KPNA6,KPNA6,ENSG00000025800,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.851372246,0.75154346,0.78715762,0.365542241,0.149232062,0.386125589,0,0,0.048308667,0,0,0,0,0
LHX2,LHX2,ENSG00000106689,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.348624034,0.040761212,0.003552922,0.01367864,0.001131663,9.49E-05,0,0.836286535,0.162623777,0,0,1.70197431,0,0
NFIB,NFIB,ENSG00000147862,9,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.527529905,0.002264033,0.000569934,0.037755059,4.48E-05,1.27E-05,0.659472007,0,0,0,0,1.128745971,1.677023801,0
WIZ,WIZ,ENSG00000011451,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.815971533,0.751603762,0.741931123,0.250936488,0.149289399,0.281146416,0.011190267,0,0.103106549,0,0,0,0,0
ZBTB43,ZBTB43,ENSG00000169155,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.850671915,0.751664029,0.786207016,0.362511637,0.149346736,0.383341387,0,0,0.04957365,0,0,0,0,0
BMPR1B,BMPR1B,ENSG00000138696,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.761689837,0.751724258,0.677721826,0.158329762,0.149404073,0.191219003,0.21498293,0,0,0,0,0,0,0
TTC17,TTC17,ENSG00000052841,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.877985296,0.751784451,0.826022454,0.521302403,0.149461411,0.534830092,0,0,0.001240413,0,0,0,0,0
PSMA7,PSMA7,ENSG00000101182,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.815020469,0.586561755,0.605260127,0.248670043,0.062484255,0.130187617,0,0.053508418,0.062616776,0,0,0,0.22489511,0
E2F1,E2F1,ENSG00000101412,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.878947856,0.751844608,0.827493147,0.528952163,0.149518748,0.542218778,0,0.000338176,0,0,0,0,0,0
LIMK1,LIMK1,ENSG00000106683,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.450821641,0.659869539,0.314078063,0.024758404,0.089370271,0.029630949,0.390218993,0,0.420441866,0,0,0,0,0.086899182
APC2,APC2,ENSG00000115266,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.431821813,0.673021712,0.308561762,0.022250754,0.095619766,0.028704064,0,0,0.847879824,0,0,0,0,0.061063017
CSF1,CSF1,ENSG00000184371,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.756071147,0.424998373,0.394366003,0.151759817,0.029626571,0.045764774,0.226942438,0,0,0,0,0.508028893,0,0
VAV1,VAV1,ENSG00000141968,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.670961143,0.365761131,0.262897739,0.08572163,0.022296211,0.021735137,0,0.108452845,0.28308907,0,0,0.629458748,0,0
IGF2BP1,IGF2BP1,ENSG00000159217,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.638281052,0.201040639,0.111215012,0.07041593,0.008627115,0.005943786,0,0.340205262,0.116930486,0,0,0.982770738,0,0
UFD1L,UFD1,ENSG00000070010,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889580057,0.751904728,0.84424778,0.62955813,0.149576085,0.640842514,0,0,0,0,0,0,0,0
MIER3,MIER3,ENSG00000155545,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.681693206,0.528808255,0.407970457,0.091633133,0.047778462,0.049058126,0.207145239,0,0.163943421,0,0,0.331724485,0,0
CCT2,CCT2,ENSG00000166226,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.758396213,0.528561138,0.489821992,0.154430692,0.047724234,0.073618204,0,0,0.222013591,0,0,0.332319853,0,0
TBX21,TBX21,ENSG00000073861,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.252090121,0.751964811,0.190799765,0.007189312,0.149633422,0.012997738,0.863666248,0,0.206277782,0,0.119798802,0,0,0
HNRNPUL2,HNRNPUL2,ENSG00000214753,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.002885348,0.752024858,0.001811707,1.52E-05,0.149690759,4.50E-05,2.772047949,0,0.16145059,0,0.073715798,0,0,0
CARD11,CARD11,ENSG00000198286,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.728088422,0.439507589,0.38146844,0.124188553,0.031699063,0.042808408,0,0,0.275490165,0,0,0,0,0.486011938
PCNX,PCNX1,ENSG00000100731,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699639885,0.752084869,0.608292409,0.102729908,0.149748096,0.132213488,0,0,0.336102547,0,0,0,0,0
PCNXL3,PCNX3,ENSG00000197136,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.889585226,0.586749951,0.672443264,0.629615652,0.062539716,0.185680293,0,0,0,0,0,0.224415419,0,0
SCHIP1,SCHIP1,ENSG00000151967,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889590394,0.752144843,0.844256519,0.629673174,0.149805433,0.640902105,0,0,0,0,0,0,0,0
RAD23B,RAD23B,ENSG00000119318,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889595561,0.470811311,0.555503683,0.629730696,0.036627894,0.101539873,0,0,0,0,0,0,0,0.434033275
PRPF4,PRPF4,ENSG00000136875,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.778156953,0.752204781,0.69679521,0.18012836,0.14986277,0.213166051,0.185830924,0,0,0,0,0,0,0
COL6A1,COL6A1,ENSG00000142156,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889600727,0.752264683,0.844265256,0.629788218,0.149920107,0.640961696,0,0,0,0,0,0,0,0
DCLK1,DCLK1,ENSG00000133083,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889605893,0.752324548,0.844273991,0.62984574,0.149977444,0.641021288,0,0,0,0,0,0,0,0
STK40,STK40,ENSG00000196182,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.738279007,0.752384377,0.651660722,0.133347344,0.150034782,0.165798126,0.17187416,0,0.087378893,0,0,0,0,0
SETD5,SETD5,ENSG00000168137,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.13E-06,0,0,1.98E-09,0,0,5.538252036,0,0.082677558,0.503184023,0,63.35855551,0,2.960081065
HNRNPD,HNRNPD,ENSG00000138668,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.039931912,3.63E-07,2.06E-09,0.000413454,4.21E-09,2.34E-11,1.653003816,0,0,0.362071203,0,6.376003519,0,0
TCERG1,TCERG1,ENSG00000113649,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.396042793,0.378071127,0.098175141,0.018129027,0.023685525,0.005012866,0.863263286,0,0.042117763,0,0,0.434633897,0,0.164448115
GNL1,GNL1,ENSG00000204590,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.76150458,0.75244417,0.677397547,0.158106819,0.150092119,0.190872558,0,0,0.215327451,0,0,0,0,0
CPEB3,CPEB3,ENSG00000107864,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.858433395,0.530776694,0.592322575,0.398565134,0.048212593,0.121943032,0.030376369,0,0.005810418,0,0,0.326686166,0,0
PYGO1,PYGO1,ENSG00000171016,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889611057,0.752503927,0.844282725,0.629903262,0.150149456,0.641080879,0,0,0,0,0,0,0,0
CUL3,CUL3,ENSG00000036257,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4.80E-06,5.55E-09,1.86E-14,9.87E-09,5.56E-11,1.54E-16,4.878464034,0.652821888,0.00990253,0.132673245,0,7.912674485,0,0
LZTS3,LZTS3,ENSG00000088899,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.216205098,0.752563647,0.160758185,0.005445902,0.150206793,0.010043673,0.780593436,0.003383735,0.198891899,0.305388737,0,0,0,0
KIF5A,KIF5A,ENSG00000155980,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.71368455,0.752623332,0.624554215,0.112656933,0.15026413,0.143740113,0,0,0.306430346,0,0,0,0,0
INO80D,INO80D,ENSG00000114933,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.043302096,0.668364914,0.023445824,0.000461458,0.093344587,0.000822124,1.358799047,0.43207307,0.206307197,0,0,0.068676859,0,0
SAFB2,SAFB2,ENSG00000130254,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889616221,0.75268298,0.844291458,0.629960784,0.150321467,0.641140471,0,0,0,0,0,0,0,0
NAA30,NAA30,ENSG00000139977,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833610018,0.752742593,0.764052739,0.299567189,0.150378804,0.326289434,0.071906422,0,0.008635413,0,0,0,0,0
PCBP2,PCBP2,ENSG00000197111,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.889621384,4.71E-08,4.54E-08,0.630018306,5.12E-10,5.89E-10,0,0,0,0,0,3.89471542,3.309542118,0
ZNF384,ZNF384,ENSG00000126746,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.662267359,0.343087842,0.241917521,0.08128262,0.01989944,0.018923171,0.214360968,0,0.194426937,0,0,0.394171612,0,0.265099644
LATS1,LATS1,ENSG00000131023,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.841956276,0.752802169,0.774452543,0.327954569,0.150436141,0.351328478,0,0,0.065354812,0,0,0,0,0
MAML2,MAML2,ENSG00000184384,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.763522869,0.752861709,0.679599053,0.160560026,0.150493478,0.193240704,0.211403755,0,0,0,0,0,0,0
CAMK1D,CAMK1D,ENSG00000183049,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.849392841,0.752921214,0.784398483,0.357080683,0.150550815,0.37812966,0.051891255,0,0,0,0,0,0,0
TRIM46,TRIM46,ENSG00000163462,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.814371238,0.752980683,0.739659753,0.247140593,0.150608153,0.2770379,0,0,0.117504842,0,0,0,0,0
PIK3R1,PIK3R1,ENSG00000145675,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.782364766,1.05E-09,4.16E-10,0.18640803,9.95E-12,4.52E-12,0.151404372,0,0.026158886,0,0,2.627783124,6.137931338,0
IL6ST,IL6ST,ENSG00000134352,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889626546,0.753040115,0.844300189,0.630075828,0.15066549,0.641200062,0,0,0,0,0,0,0,0
REL,REL,ENSG00000162924,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.852527513,0.753099512,0.788653006,0.370632452,0.150722827,0.390569409,0,0,0.04619239,0,0,0,0,0
GABRA2,GABRA2,ENSG00000151834,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.688372491,0.753158873,0.595578156,0.095573647,0.150780164,0.123958202,0.054040185,0.303252937,0,0,0,0,0,0
JAKMIP1,JAKMIP1,ENSG00000152969,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8466528,0.753218198,0.780794368,0.345880959,0.150837501,0.36806607,0,0,0.056877113,0,0,0,0,0
PLXNA4,PLXNA4,ENSG00000221866,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.574830519,0.753277488,0.479945309,0.04900643,0.150894838,0.070146789,0,0.183191033,0.387842206,0,0,0,0,0
CACNA2D2,CACNA2D2,ENSG00000007402,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.669428781,0.753336742,0.575557561,0.084917853,0.150952175,0.112137364,0,0.200728322,0.193572235,0,0,0,0,0
SNAP25,SNAP25,ENSG00000132639,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.853932955,3.39E-05,2.08E-05,0.376982741,5.01E-07,3.60E-07,0,0,0.043705111,0,0,0.61308433,3.323267965,0.652389259
CCND2,CCND2,ENSG00000118971,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.788577122,0.149564034,0.152998876,0.19629184,0.005723064,0.009338158,0,0,0.166156244,0,0,0,1.146514337,0
FAM168A,FAM168A,ENSG00000054965,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808456629,0.75339596,0.732097716,0.233842025,0.151009512,0.263964752,0,0,0.129697538,0,0,0,0,0
PATZ1,PATZ1,ENSG00000100105,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.75930114,0.753455142,0.674721067,0.155488492,0.151066849,0.188044533,0.220195565,0,0,0,0,0,0,0
DENND1A,DENND1A,ENSG00000119522,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.726856337,0.753514289,0.640104604,0.123142194,0.151124187,0.155911614,0,0,0.277773726,0,0,0,0,0
KDM7A,KDM7A,ENSG00000006459,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.874646266,0.7535734,0.820963643,0.496176602,0.151181524,0.510646746,0,0,0.007289904,0,0,0,0,0
SOX30,SOX30,ENSG00000039600,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889631707,0.753632476,0.844308919,0.63013335,0.151238861,0.641259654,0,0,0,0,0,0,0,0
WDTC1,WDTC1,ENSG00000142784,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.749264891,0.753691516,0.663906442,0.144314393,0.151296198,0.17715952,0,0,0.23794158,0,0,0,0,0
