,hgnc_symbol,ensembl_gene_id,ensembl_peptide_id
1,COPS2,ENSG00000166200,ENSP00000453546
2,COPS2,ENSG00000166200,ENSP00000373553
3,COPS2,ENSG00000166200,ENSP00000299259
4,COPS2,ENSG00000166200,ENSP00000443664
5,COPS2,ENSG00000166200,ENSP00000452944
6,COPS2,ENSG00000166200,ENSP00000453412
7,COPS2,ENSG00000166200,
8,DDX5,ENSG00000263077,
9,DDX5,ENSG00000263077,ENSP00000459637
10,DDX5,ENSG00000263077,ENSP00000460989
11,DDX5,ENSG00000263077,ENSP00000463384
12,DDX5,ENSG00000263077,ENSP00000463923
13,DDX5,ENSG00000263077,ENSP00000462191
14,DDX5,ENSG00000263077,ENSP00000464256
15,DDX5,ENSG00000263077,ENSP00000462513
16,DDX5,ENSG00000263077,ENSP00000464564
17,DDX5,ENSG00000263077,ENSP00000462596
18,DDX5,ENSG00000263077,ENSP00000462093
19,DDX5,ENSG00000263077,ENSP00000462587
20,DOCK3,ENSG00000260587,ENSP00000456616
21,RAD54L2,ENSG00000261443,
22,RAD54L2,ENSG00000261443,ENSP00000455669
23,RAD54L2,ENSG00000261443,ENSP00000455173
24,FURIN,ENSG00000140564,ENSP00000268171
25,FURIN,ENSG00000140564,ENSP00000452730
26,FURIN,ENSG00000140564,ENSP00000453212
27,FURIN,ENSG00000140564,ENSP00000453942
28,FURIN,ENSG00000140564,
29,RABGAP1,ENSG00000011454,ENSP00000414386
30,RABGAP1,ENSG00000011454,ENSP00000362751
31,RABGAP1,ENSG00000011454,
32,RABGAP1,ENSG00000011454,ENSP00000384119
33,RABGAP1,ENSG00000011454,ENSP00000416327
34,RABGAP1,ENSG00000011454,ENSP00000362747
35,DLL4,ENSG00000128917,
36,DLL4,ENSG00000128917,ENSP00000249749
37,ROCK1,ENSG00000067900,ENSP00000382697
38,ROCK1,ENSG00000067900,ENSP00000462004
39,ROCK1,ENSG00000067900,
40,RAE1,ENSG00000101146,ENSP00000379182
41,RAE1,ENSG00000101146,ENSP00000360286
42,RAE1,ENSG00000101146,ENSP00000432609
43,RAE1,ENSG00000101146,ENSP00000432698
44,RAE1,ENSG00000101146,ENSP00000392097
45,RAE1,ENSG00000101146,ENSP00000393264
46,RAE1,ENSG00000101146,ENSP00000379181
47,RAE1,ENSG00000101146,ENSP00000402924
48,RAE1,ENSG00000101146,
49,INO80,ENSG00000128908,ENSP00000355205
50,INO80,ENSG00000128908,ENSP00000453677
51,INO80,ENSG00000128908,
52,INO80,ENSG00000128908,ENSP00000452806
53,INO80,ENSG00000128908,ENSP00000454057
54,INO80,ENSG00000128908,ENSP00000384686
55,GREB1L,ENSG00000141449,
56,GREB1L,ENSG00000141449,ENSP00000269218
57,GREB1L,ENSG00000141449,ENSP00000464162
58,GREB1L,ENSG00000141449,ENSP00000463926
59,GREB1L,ENSG00000141449,ENSP00000463976
60,GREB1L,ENSG00000141449,ENSP00000462152
61,GREB1L,ENSG00000141449,ENSP00000412060
62,GREB1L,ENSG00000141449,ENSP00000383331
63,GREB1L,ENSG00000141449,ENSP00000393125
64,SYCP2,ENSG00000196074,ENSP00000350162
65,SYCP2,ENSG00000196074,ENSP00000404358
66,SYCP2,ENSG00000196074,ENSP00000402456
67,SYCP2,ENSG00000196074,
68,SYCP2,ENSG00000196074,ENSP00000399300
69,SYCP2,ENSG00000196074,ENSP00000360040
70,USP3,ENSG00000140455,ENSP00000453688
71,USP3,ENSG00000140455,ENSP00000453194
72,USP3,ENSG00000140455,ENSP00000369681
73,USP3,ENSG00000140455,ENSP00000454043
74,USP3,ENSG00000140455,ENSP00000452929
75,USP3,ENSG00000140455,
76,USP3,ENSG00000140455,ENSP00000453767
77,USP3,ENSG00000140455,ENSP00000453228
78,USP3,ENSG00000140455,ENSP00000453093
79,USP3,ENSG00000140455,ENSP00000454197
80,USP3,ENSG00000140455,ENSP00000453619
81,USP3,ENSG00000140455,ENSP00000452947
82,USP3,ENSG00000140455,ENSP00000445793
83,USP3,ENSG00000140455,ENSP00000453138
84,USP3,ENSG00000140455,ENSP00000453489
85,USP3,ENSG00000140455,ENSP00000445828
86,USP3,ENSG00000140455,ENSP00000445615
87,USP3,ENSG00000140455,ENSP00000268049
88,USP3,ENSG00000140455,ENSP00000445642
89,PRRC2A,ENSG00000231825,ENSP00000413977
90,PRRC2A,ENSG00000231825,
91,PRRC2A,ENSG00000231825,ENSP00000415363
92,PRRC2A,ENSG00000231825,ENSP00000450013
93,PRRC2A,ENSG00000231825,ENSP00000450039
94,CTIF,ENSG00000134030,ENSP00000256413
95,CTIF,ENSG00000134030,ENSP00000372459
96,CTIF,ENSG00000134030,ENSP00000467965
97,CTIF,ENSG00000134030,ENSP00000467425
98,CTIF,ENSG00000134030,ENSP00000465405
99,CTIF,ENSG00000134030,ENSP00000467957
100,CTIF,ENSG00000134030,
101,PTPRA,ENSG00000132670,ENSP00000369756
102,PTPRA,ENSG00000132670,ENSP00000414089
103,PTPRA,ENSG00000132670,ENSP00000216877
104,PTPRA,ENSG00000132670,ENSP00000390775
105,PTPRA,ENSG00000132670,ENSP00000394132
106,PTPRA,ENSG00000132670,ENSP00000314568
107,PTPRA,ENSG00000132670,ENSP00000393553
108,PTPRA,ENSG00000132670,ENSP00000382787
109,PTPRA,ENSG00000132670,ENSP00000348468
110,PTPRA,ENSG00000132670,ENSP00000351559
111,ESCO1,ENSG00000141446,ENSP00000269214
112,ESCO1,ENSG00000141446,ENSP00000372763
113,ESCO1,ENSG00000141446,
114,RBFOX3,ENSG00000267483,ENSP00000467132
115,RBFOX3,ENSG00000267483,ENSP00000465795
116,RBFOX3,ENSG00000267483,
117,RBFOX3,ENSG00000267483,ENSP00000466683
118,RBFOX3,ENSG00000267483,ENSP00000467910
119,CBX2,ENSG00000262762,ENSP00000460115
120,CBX2,ENSG00000262762,
121,CBX2,ENSG00000262762,ENSP00000458957
122,USP8,ENSG00000138592,ENSP00000453206
123,USP8,ENSG00000138592,
124,USP8,ENSG00000138592,ENSP00000302239
125,USP8,ENSG00000138592,ENSP00000379721
126,USP8,ENSG00000138592,ENSP00000412682
127,USP8,ENSG00000138592,ENSP00000454003
128,USP8,ENSG00000138592,ENSP00000452950
129,USP8,ENSG00000138592,ENSP00000453427
130,USP8,ENSG00000138592,ENSP00000457345
131,USP8,ENSG00000138592,ENSP00000454059
132,USP8,ENSG00000138592,ENSP00000453320
133,USP8,ENSG00000138592,ENSP00000453460
134,USP8,ENSG00000138592,ENSP00000405537
135,TAF4,ENSG00000130699,ENSP00000476270
136,TAF4,ENSG00000130699,ENSP00000252996
137,TAF4,ENSG00000130699,
138,TAF4,ENSG00000130699,ENSP00000476294
139,RTF1,ENSG00000137815,
140,RTF1,ENSG00000137815,ENSP00000374280
141,RTF1,ENSG00000137815,ENSP00000452973
142,BAG6,ENSG00000233348,
143,BAG6,ENSG00000233348,ENSP00000410156
144,BAG6,ENSG00000233348,ENSP00000390966
145,BAG6,ENSG00000233348,ENSP00000389121
146,BAG6,ENSG00000233348,ENSP00000392630
147,BAG6,ENSG00000233348,ENSP00000391628
148,BAG6,ENSG00000233348,ENSP00000390185
149,BAG6,ENSG00000233348,ENSP00000410644
150,BAG6,ENSG00000233348,ENSP00000402429
151,BAG6,ENSG00000233348,ENSP00000391425
152,BAG6,ENSG00000233348,ENSP00000403292
153,BAG6,ENSG00000233348,ENSP00000406766
154,BAG6,ENSG00000233348,ENSP00000416326
155,BAG6,ENSG00000233348,ENSP00000406111
156,BAG6,ENSG00000233348,ENSP00000400353
157,BAG6,ENSG00000233348,ENSP00000394342
158,BAG6,ENSG00000233348,ENSP00000397909
159,BAG6,ENSG00000233348,ENSP00000390226
160,BAG6,ENSG00000233348,ENSP00000395063
161,BAG6,ENSG00000233348,ENSP00000410308
162,BAG6,ENSG00000233348,ENSP00000413317
163,BAG6,ENSG00000233348,ENSP00000391693
164,BAG6,ENSG00000233348,ENSP00000391323
165,BAG6,ENSG00000233348,ENSP00000447946
166,RFX3,ENSG00000080298,ENSP00000371434
167,RFX3,ENSG00000080298,ENSP00000351574
168,RFX3,ENSG00000080298,ENSP00000415594
169,RFX3,ENSG00000080298,ENSP00000400026
170,RFX3,ENSG00000080298,ENSP00000405664
171,RFX3,ENSG00000080298,ENSP00000411756
172,RFX3,ENSG00000080298,ENSP00000410988
173,RFX3,ENSG00000080298,ENSP00000416189
174,RFX3,ENSG00000080298,ENSP00000399352
175,RFX3,ENSG00000080298,ENSP00000371414
176,RFX3,ENSG00000080298,ENSP00000303847
177,XPO4,ENSG00000132953,ENSP00000255305
178,XPO4,ENSG00000132953,
179,XPO4,ENSG00000132953,ENSP00000383444
180,AGO2,ENSG00000123908,ENSP00000220592
181,AGO2,ENSG00000123908,ENSP00000430176
182,AGO2,ENSG00000123908,ENSP00000430164
183,AGO2,ENSG00000123908,
184,AGO2,ENSG00000123908,ENSP00000431056
185,GATA6,ENSG00000141448,ENSP00000269216
186,GATA6,ENSG00000141448,ENSP00000462313
187,GAPVD1,ENSG00000165219,ENSP00000419799
188,GAPVD1,ENSG00000165219,ENSP00000418969
189,GAPVD1,ENSG00000165219,ENSP00000377646
190,GAPVD1,ENSG00000165219,
191,GAPVD1,ENSG00000165219,ENSP00000377665
192,GAPVD1,ENSG00000165219,ENSP00000419767
193,GAPVD1,ENSG00000165219,ENSP00000377645
194,GAPVD1,ENSG00000165219,ENSP00000419063
195,GAPVD1,ENSG00000165219,ENSP00000418747
196,GAPVD1,ENSG00000165219,ENSP00000297933
197,GAPVD1,ENSG00000165219,ENSP00000309582
198,GAPVD1,ENSG00000165219,ENSP00000413082
199,GAPVD1,ENSG00000165219,ENSP00000391251
200,GAPVD1,ENSG00000165219,ENSP00000377664
201,GAPVD1,ENSG00000165219,ENSP00000265956
202,XKR6,ENSG00000171044,ENSP00000371900
203,XKR6,ENSG00000171044,ENSP00000416707
204,XKR6,ENSG00000171044,ENSP00000436594
205,XKR6,ENSG00000171044,ENSP00000297303
206,XKR6,ENSG00000171044,ENSP00000307120
207,MAPKAP1,ENSG00000119487,ENSP00000362610
208,MAPKAP1,ENSG00000119487,ENSP00000362597
209,MAPKAP1,ENSG00000119487,ENSP00000265961
210,MAPKAP1,ENSG00000119487,ENSP00000362602
211,MAPKAP1,ENSG00000119487,
212,MAPKAP1,ENSG00000119487,ENSP00000412485
213,MAPKAP1,ENSG00000119487,ENSP00000418607
214,MAPKAP1,ENSG00000119487,ENSP00000400182
215,MAPKAP1,ENSG00000119487,ENSP00000377624
216,MAPKAP1,ENSG00000119487,ENSP00000408359
217,MAPKAP1,ENSG00000119487,ENSP00000417766
218,MAPKAP1,ENSG00000119487,ENSP00000362595
219,MAPKAP1,ENSG00000119487,ENSP00000390024
220,MAPKAP1,ENSG00000119487,ENSP00000265960
221,MAPKAP1,ENSG00000119487,ENSP00000377627
222,MAPKAP1,ENSG00000119487,ENSP00000362596
223,SCAF4,ENSG00000156304,ENSP00000286835
224,SCAF4,ENSG00000156304,ENSP00000382703
225,SCAF4,ENSG00000156304,ENSP00000402377
226,SCAF4,ENSG00000156304,
227,PCIF1,ENSG00000100982,ENSP00000361486
228,PCIF1,ENSG00000100982,
229,CHD3,ENSG00000170004,ENSP00000369716
230,CHD3,ENSG00000170004,ENSP00000350907
231,CHD3,ENSG00000170004,ENSP00000332628
232,CHD3,ENSG00000170004,
233,CHD3,ENSG00000170004,ENSP00000405861
234,CHD3,ENSG00000170004,ENSP00000458861
235,CHD3,ENSG00000170004,ENSP00000467547
236,CHD3,ENSG00000170004,ENSP00000395252
237,CHD3,ENSG00000170004,ENSP00000459321
238,CHD3,ENSG00000170004,ENSP00000411959
239,SLC6A1,ENSG00000157103,ENSP00000287766
240,SLC6A1,ENSG00000157103,ENSP00000411689
241,SLC6A1,ENSG00000157103,
242,SLC6A1,ENSG00000157103,ENSP00000445171
243,ZNF609,ENSG00000180357,ENSP00000388846
244,ZNF609,ENSG00000180357,ENSP00000316527
245,ZNF609,ENSG00000180357,
246,ADRM1,ENSG00000130706,
247,ADRM1,ENSG00000130706,ENSP00000253003
248,BPTF,ENSG00000262858,ENSP00000458864
249,BPTF,ENSG00000262858,ENSP00000461014
250,BPTF,ENSG00000262858,ENSP00000459251
251,BPTF,ENSG00000262858,ENSP00000459309
252,BPTF,ENSG00000262858,
253,BPTF,ENSG00000262858,ENSP00000463373
254,BPTF,ENSG00000262858,ENSP00000462424
255,BPTF,ENSG00000262858,ENSP00000459656
256,BPTF,ENSG00000262858,ENSP00000462913
257,BPTF,ENSG00000262858,ENSP00000462486
258,BPTF,ENSG00000262858,ENSP00000463408
259,ATRN,ENSG00000088812,ENSP00000262919
260,ATRN,ENSG00000088812,ENSP00000416587
261,DMXL2,ENSG00000104093,ENSP00000251076
262,DMXL2,ENSG00000104093,ENSP00000453267
263,DMXL2,ENSG00000104093,ENSP00000441858
264,DMXL2,ENSG00000104093,
265,DMXL2,ENSG00000104093,ENSP00000400855
266,DMXL2,ENSG00000104093,ENSP00000453570
267,DMXL2,ENSG00000104093,ENSP00000453454
268,BTAF1,ENSG00000095564,ENSP00000265990
269,BTAF1,ENSG00000095564,
270,BTAF1,ENSG00000095564,ENSP00000439924
271,RALGPS1,ENSG00000136828,ENSP00000259351
272,RALGPS1,ENSG00000136828,ENSP00000377590
273,RALGPS1,ENSG00000136828,
274,RALGPS1,ENSG00000136828,ENSP00000377579
275,RALGPS1,ENSG00000136828,ENSP00000317149
276,RALGPS1,ENSG00000136828,ENSP00000362535
277,RALGPS1,ENSG00000136828,ENSP00000362533
278,RALGPS1,ENSG00000136828,ENSP00000404021
279,RALGPS1,ENSG00000136828,ENSP00000415630
280,PPP1R9B,ENSG00000108819,
281,PPP1R9B,ENSG00000108819,ENSP00000475417
282,PPP1CB,ENSG00000213639,ENSP00000390715
283,PPP1CB,ENSG00000213639,ENSP00000398839
284,PPP1CB,ENSG00000213639,ENSP00000414918
285,PPP1CB,ENSG00000213639,ENSP00000394589
286,PPP1CB,ENSG00000213639,ENSP00000296122
287,PPP1CB,ENSG00000213639,ENSP00000378769
288,PPP1CB,ENSG00000213639,
289,PPP1CB,ENSG00000213639,ENSP00000388056
290,PPP1CB,ENSG00000213639,ENSP00000351298
291,HNRNPA1,ENSG00000135486,ENSP00000448617
292,HNRNPA1,ENSG00000135486,ENSP00000448229
293,HNRNPA1,ENSG00000135486,ENSP00000449913
294,HNRNPA1,ENSG00000135486,
295,HNRNPA1,ENSG00000135486,ENSP00000341826
296,HNRNPA1,ENSG00000135486,ENSP00000448117
297,HNRNPA1,ENSG00000135486,ENSP00000333504
298,HNRNPA1,ENSG00000135486,ENSP00000447260
299,HNRNPA1,ENSG00000135486,ENSP00000447782
300,HNRNPA1,ENSG00000135486,ENSP00000448917
301,HNRNPA1,ENSG00000135486,ENSP00000446486
302,PNISR,ENSG00000132424,ENSP00000358242
303,PNISR,ENSG00000132424,
304,PNISR,ENSG00000132424,ENSP00000435246
305,PNISR,ENSG00000132424,ENSP00000387997
306,NOS1,ENSG00000089250,ENSP00000320758
307,NOS1,ENSG00000089250,ENSP00000337459
308,NOS1,ENSG00000089250,
309,NOS1,ENSG00000089250,ENSP00000339862
310,KPNB1,ENSG00000108424,ENSP00000438253
311,KPNB1,ENSG00000108424,ENSP00000464042
312,KPNB1,ENSG00000108424,ENSP00000290158
313,KPNB1,ENSG00000108424,
314,KPNB1,ENSG00000108424,ENSP00000464200
315,KPNB1,ENSG00000108424,ENSP00000438964
316,KPNB1,ENSG00000108424,ENSP00000463066
317,KPNB1,ENSG00000108424,ENSP00000463190
318,KPNB1,ENSG00000108424,ENSP00000462243
319,KPNB1,ENSG00000108424,ENSP00000445006
320,SLC12A5,ENSG00000124140,ENSP00000387694
321,SLC12A5,ENSG00000124140,
322,SLC12A5,ENSG00000124140,ENSP00000476885
323,SLC12A5,ENSG00000124140,ENSP00000361389
324,SLC12A5,ENSG00000124140,ENSP00000446091
325,SLC12A5,ENSG00000124140,ENSP00000243964
326,TIAL1,ENSG00000151923,ENSP00000358089
327,TIAL1,ENSG00000151923,
328,TIAL1,ENSG00000151923,ENSP00000431009
329,TIAL1,ENSG00000151923,ENSP00000394902
330,TIAL1,ENSG00000151923,ENSP00000403573
331,TIAL1,ENSG00000151923,ENSP00000358082
332,TIAL1,ENSG00000151923,ENSP00000358088
333,MAP4K4,ENSG00000071054,ENSP00000403016
334,MAP4K4,ENSG00000071054,ENSP00000392830
335,MAP4K4,ENSG00000071054,ENSP00000389752
336,MAP4K4,ENSG00000071054,ENSP00000314363
337,MAP4K4,ENSG00000071054,ENSP00000387370
338,MAP4K4,ENSG00000071054,ENSP00000409720
339,MAP4K4,ENSG00000071054,
340,MAP4K4,ENSG00000071054,ENSP00000396066
341,MAP4K4,ENSG00000071054,ENSP00000414766
342,MAP4K4,ENSG00000071054,ENSP00000313644
343,MAP4K4,ENSG00000071054,ENSP00000281111
344,MAP4K4,ENSG00000071054,ENSP00000303600
345,MAP4K4,ENSG00000071054,ENSP00000343658
346,RNF17,ENSG00000132972,ENSP00000255324
347,RNF17,ENSG00000132972,
348,RNF17,ENSG00000132972,ENSP00000255325
349,RNF17,ENSG00000132972,ENSP00000388892
350,RNF17,ENSG00000132972,ENSP00000344776
351,RNF17,ENSG00000132972,ENSP00000371346
352,NUP85,ENSG00000125450,ENSP00000462487
353,NUP85,ENSG00000125450,
354,NUP85,ENSG00000125450,ENSP00000245544
355,NUP85,ENSG00000125450,ENSP00000463382
356,NUP85,ENSG00000125450,ENSP00000462749
357,NUP85,ENSG00000125450,ENSP00000461919
358,NUP85,ENSG00000125450,ENSP00000462920
359,NUP85,ENSG00000125450,ENSP00000463715
360,NUP85,ENSG00000125450,ENSP00000463496
361,NUP85,ENSG00000125450,ENSP00000463542
362,NUP85,ENSG00000125450,ENSP00000463377
363,NUP85,ENSG00000125450,ENSP00000445855
364,NUP85,ENSG00000125450,ENSP00000463437
365,NUP85,ENSG00000125450,ENSP00000464544
366,NUP85,ENSG00000125450,ENSP00000462364
367,NUP85,ENSG00000125450,ENSP00000464433
368,NUP85,ENSG00000125450,ENSP00000441762
369,NUP85,ENSG00000125450,ENSP00000408261
370,FAT4,ENSG00000196159,ENSP00000377862
371,FAT4,ENSG00000196159,ENSP00000335169
372,FAT4,ENSG00000196159,
373,TNFAIP3,ENSG00000118503,ENSP00000393577
374,TNFAIP3,ENSG00000118503,ENSP00000401562
375,TNFAIP3,ENSG00000118503,ENSP00000237289
376,TNFAIP3,ENSG00000118503,ENSP00000409845
377,TNFAIP3,ENSG00000118503,
378,HERC2,ENSG00000128731,ENSP00000261609
379,HERC2,ENSG00000128731,
380,HERC2,ENSG00000128731,ENSP00000457745
381,HERC2,ENSG00000128731,ENSP00000456237
382,CHD2,ENSG00000173575,ENSP00000451964
383,CHD2,ENSG00000173575,
384,CHD2,ENSG00000173575,ENSP00000377747
385,CHD2,ENSG00000173575,ENSP00000451366
386,CHD2,ENSG00000173575,ENSP00000406581
387,CHD2,ENSG00000173575,ENSP00000443618
388,CHD2,ENSG00000173575,ENSP00000457493
389,CHD2,ENSG00000173575,ENSP00000464078
390,CHD2,ENSG00000173575,ENSP00000462080
391,CHD2,ENSG00000173575,ENSP00000451539
392,ASXL2,ENSG00000143970,ENSP00000391447
393,ASXL2,ENSG00000143970,ENSP00000383920
394,ASXL2,ENSG00000143970,
395,ASXL2,ENSG00000143970,ENSP00000337250
396,ASXL2,ENSG00000143970,ENSP00000272341
397,NLK,ENSG00000087095,
398,NLK,ENSG00000087095,ENSP00000384625
399,NLK,ENSG00000087095,ENSP00000464656
400,NLK,ENSG00000087095,ENSP00000433117
401,RELA,ENSG00000173039,ENSP00000384273
402,RELA,ENSG00000173039,ENSP00000432537
403,RELA,ENSG00000173039,ENSP00000435290
404,RELA,ENSG00000173039,ENSP00000311508
405,RELA,ENSG00000173039,
406,RELA,ENSG00000173039,ENSP00000433526
407,RELA,ENSG00000173039,ENSP00000431304
408,RELA,ENSG00000173039,ENSP00000437137
409,RELA,ENSG00000173039,ENSP00000434008
410,RELA,ENSG00000173039,ENSP00000433144
411,RELA,ENSG00000173039,ENSP00000432922
412,RELA,ENSG00000173039,ENSP00000434372
413,RELA,ENSG00000173039,ENSP00000436545
414,RELA,ENSG00000173039,ENSP00000431153
415,RELA,ENSG00000173039,ENSP00000434745
416,RELA,ENSG00000173039,ENSP00000434098
417,RELA,ENSG00000173039,ENSP00000435531
418,RELA,ENSG00000173039,ENSP00000433616
419,COPB2,ENSG00000184432,ENSP00000426682
420,COPB2,ENSG00000184432,ENSP00000329419
421,COPB2,ENSG00000184432,ENSP00000422295
422,COPB2,ENSG00000184432,
423,COPB2,ENSG00000184432,ENSP00000422917
424,COPB2,ENSG00000184432,ENSP00000423271
425,COPB2,ENSG00000184432,ENSP00000422547
426,COPB2,ENSG00000184432,ENSP00000424144
427,COPB2,ENSG00000184432,ENSP00000427185
428,COPB2,ENSG00000184432,ENSP00000422469
429,DDX21,ENSG00000165732,ENSP00000346120
430,PAXBP1,ENSG00000159086,ENSP00000328992
431,PAXBP1,ENSG00000159086,
432,PAXBP1,ENSG00000159086,ENSP00000393038
433,PAXBP1,ENSG00000159086,ENSP00000290178
434,PAXBP1,ENSG00000159086,ENSP00000408048
435,PAXBP1,ENSG00000159086,ENSP00000388973
436,MGA,ENSG00000174197,
437,MGA,ENSG00000174197,ENSP00000457151
438,MGA,ENSG00000174197,ENSP00000455155
439,MGA,ENSG00000174197,ENSP00000456141
440,MGA,ENSG00000174197,ENSP00000457035
441,MGA,ENSG00000174197,ENSP00000457250
442,MGA,ENSG00000174197,ENSP00000457474
443,MGA,ENSG00000174197,ENSP00000219905
444,MGA,ENSG00000174197,ENSP00000374586
445,MGA,ENSG00000174197,ENSP00000442467
446,USP48,ENSG00000090686,ENSP00000309262
447,USP48,ENSG00000090686,ENSP00000363864
448,USP48,ENSG00000090686,
449,USP48,ENSG00000090686,ENSP00000431949
450,USP48,ENSG00000090686,ENSP00000431832
451,USP48,ENSG00000090686,ENSP00000435604
452,USP48,ENSG00000090686,ENSP00000406256
453,USP48,ENSG00000090686,ENSP00000363862
454,USP48,ENSG00000090686,ENSP00000434073
455,USP48,ENSG00000090686,ENSP00000435612
456,USP48,ENSG00000090686,ENSP00000383157
457,COL1A1,ENSG00000108821,ENSP00000225964
458,COL1A1,ENSG00000108821,
459,COL1A1,ENSG00000108821,ENSP00000460459
460,CECR2,ENSG00000099954,ENSP00000383428
461,CECR2,ENSG00000099954,
462,CECR2,ENSG00000099954,ENSP00000383417
463,CECR2,ENSG00000099954,ENSP00000347357
464,CECR2,ENSG00000099954,ENSP00000262608
465,CECR2,ENSG00000099954,ENSP00000341219
466,HIVEP2,ENSG00000010818,ENSP00000356576
467,HIVEP2,ENSG00000010818,ENSP00000012134
468,HIVEP2,ENSG00000010818,
469,HIVEP2,ENSG00000010818,ENSP00000356575
470,RLF,ENSG00000117000,ENSP00000361857
471,WDR43,ENSG00000163811,ENSP00000384302
472,WDR43,ENSG00000163811,ENSP00000390363
473,WDR43,ENSG00000163811,ENSP00000415355
474,WDR43,ENSG00000163811,ENSP00000296126
475,WDR43,ENSG00000163811,
476,WDR43,ENSG00000163811,ENSP00000406083
477,TLK2,ENSG00000146872,ENSP00000463595
478,TLK2,ENSG00000146872,ENSP00000463814
479,TLK2,ENSG00000146872,ENSP00000464557
480,TLK2,ENSG00000146872,
481,TLK2,ENSG00000146872,ENSP00000462637
482,TLK2,ENSG00000146872,ENSP00000464516
483,TLK2,ENSG00000146872,ENSP00000275780
484,TLK2,ENSG00000146872,ENSP00000316512
485,TLK2,ENSG00000146872,ENSP00000340800
486,TLK2,ENSG00000146872,ENSP00000463986
487,TLK2,ENSG00000146872,ENSP00000462036
488,TLK2,ENSG00000146872,ENSP00000462851
489,TLK2,ENSG00000146872,ENSP00000442311
490,ANKRD17,ENSG00000132466,ENSP00000351416
491,ANKRD17,ENSG00000132466,ENSP00000453434
492,ANKRD17,ENSG00000132466,ENSP00000427151
493,ANKRD17,ENSG00000132466,ENSP00000332265
494,ANKRD17,ENSG00000132466,
495,ANKRD17,ENSG00000132466,ENSP00000453294
496,ANKRD17,ENSG00000132466,ENSP00000453719
497,KSR2,ENSG00000171435,ENSP00000339952
498,KSR2,ENSG00000171435,
499,KSR2,ENSG00000171435,ENSP00000389715
500,KSR2,ENSG00000171435,ENSP00000305466
501,FXR1,ENSG00000114416,ENSP00000419793
502,FXR1,ENSG00000114416,ENSP00000417125
503,FXR1,ENSG00000114416,ENSP00000418724
504,FXR1,ENSG00000114416,ENSP00000350170
505,FXR1,ENSG00000114416,ENSP00000307633
506,FXR1,ENSG00000114416,
507,FXR1,ENSG00000114416,ENSP00000419047
508,FXR1,ENSG00000114416,ENSP00000420643
509,FXR1,ENSG00000114416,ENSP00000420515
510,FXR1,ENSG00000114416,ENSP00000388828
511,FXR1,ENSG00000114416,ENSP00000419933
512,FXR1,ENSG00000114416,ENSP00000418097
513,FXR1,ENSG00000114416,ENSP00000417513
514,FXR1,ENSG00000114416,ENSP00000418027
515,ZC3H11A,ENSG00000058673,
516,ZC3H11A,ENSG00000058673,ENSP00000406531
517,ZC3H11A,ENSG00000058673,ENSP00000415072
518,ZC3H11A,ENSG00000058673,ENSP00000356183
519,ZC3H11A,ENSG00000058673,ENSP00000356181
520,ZC3H11A,ENSG00000058673,ENSP00000333253
521,ZC3H11A,ENSG00000058673,ENSP00000432602
522,ZC3H11A,ENSG00000058673,ENSP00000356179
523,ZC3H11A,ENSG00000058673,ENSP00000438527
524,ARID1B,ENSG00000049618,ENSP00000055163
525,ARID1B,ENSG00000049618,ENSP00000344546
526,ARID1B,ENSG00000049618,ENSP00000412835
527,ARID1B,ENSG00000049618,
528,ARID1B,ENSG00000049618,ENSP00000313006
529,ARID1B,ENSG00000049618,ENSP00000383596
530,ARID1B,ENSG00000049618,ENSP00000356116
531,ARID1B,ENSG00000049618,ENSP00000275248
532,SF1,ENSG00000168066,ENSP00000366604
533,SF1,ENSG00000168066,ENSP00000366607
534,SF1,ENSG00000168066,ENSP00000227503
535,SF1,ENSG00000168066,ENSP00000407962
536,SF1,ENSG00000168066,ENSP00000366611
537,SF1,ENSG00000168066,ENSP00000334414
538,SF1,ENSG00000168066,ENSP00000391198
539,SF1,ENSG00000168066,ENSP00000395927
540,SF1,ENSG00000168066,ENSP00000396793
541,SF1,ENSG00000168066,ENSP00000419062
542,SF1,ENSG00000168066,
543,SF1,ENSG00000168066,ENSP00000388470
544,SF1,ENSG00000168066,ENSP00000406354
545,SF1,ENSG00000168066,ENSP00000413084
546,FNIP2,ENSG00000052795,ENSP00000264433
547,FNIP2,ENSG00000052795,
548,FNIP2,ENSG00000052795,ENSP00000421488
549,FNIP2,ENSG00000052795,ENSP00000420841
550,FNIP2,ENSG00000052795,ENSP00000368651
551,FKBP8,ENSG00000105701,ENSP00000471700
552,FKBP8,ENSG00000105701,ENSP00000441267
553,FKBP8,ENSG00000105701,ENSP00000472302
554,FKBP8,ENSG00000105701,ENSP00000222308
555,FKBP8,ENSG00000105701,ENSP00000476767
556,FKBP8,ENSG00000105701,ENSP00000472921
557,FKBP8,ENSG00000105701,ENSP00000475588
558,FKBP8,ENSG00000105701,ENSP00000475895
559,FKBP8,ENSG00000105701,
560,FKBP8,ENSG00000105701,ENSP00000472643
561,FKBP8,ENSG00000105701,ENSP00000472731
562,FKBP8,ENSG00000105701,ENSP00000472087
563,FKBP8,ENSG00000105701,ENSP00000472043
564,FKBP8,ENSG00000105701,ENSP00000477278
565,FKBP8,ENSG00000105701,ENSP00000388891
566,FKBP8,ENSG00000105701,ENSP00000476586
567,RAPGEF2,ENSG00000109756,ENSP00000422707
568,RAPGEF2,ENSG00000109756,
